"course_title","url","is_paid","price","num_subscribers","num_reviews","num_lectures","level","content_duration","published_timestamp","subject"
"The Ultimate Guide to Dividend & Dividend Growth Investing","investing-learn-how-to-build-a-dividend-portfolio-step-by-step","True",200,2115,59,88,"All Levels",5.5,"2015-11-13","Business Finance"
"Charting for Beginners 101: Technical Analysis Demystified","charting-for-beginners-101","True",45,2230,102,10,"All Levels",1.5,"2015-10-09","Business Finance"
"Build a DCF Valuation Model","build-a-dcf-valuation-model","True",50,2053,234,44,"All Levels",5.5,"2014-10-01","Business Finance"
"Introductory Financial Accounting","introductory-financial-accounting","True",80,1793,265,54,"Beginner Level",10,"2012-10-03","Business Finance"
"Introduction to Cryptocurrencies and Blockchain","introduction-to-cryptocurrencies","False",0,3775,138,11,"Beginner Level",2,"2017-05-01","Business Finance"
"Trade Pullback Candlestick Strategy - Make Consistent Pips","make-consistent-profit-using-pullback-candlestick-strategy","True",200,521,67,24,"All Levels",3,"2016-02-24","Business Finance"
"Accounting Standards Basics (Professional Course Level)","basics-of-accounting-standards","True",20,2222,9,12,"All Levels",0.7,"2015-02-07","Business Finance"
"Use the Magic Multiple Moving Average Forex Trading system","the-magic-multiple-moving-average-forex-trading-system","True",50,1097,252,10,"Intermediate Level",1,"2014-11-08","Business Finance"
"QuickBooks 2015 Training for Newbies","free-training-quickbooks-2015","True",200,2506,21,76,"Beginner Level",6,"2015-05-11","Business Finance"
"TRADING PSYCHOLOGY: Trading Mindset Mastery","trading-psychology-trading-mindset-mastery","True",120,975,23,23,"Intermediate Level",1,"2015-09-30","Business Finance"
"Option Trading: How to Adjust Delta-Neutral Strangles!","option-trading-selling-strangles","True",145,1398,15,26,"All Levels",1.5,"2015-10-19","Business Finance"
"Profitable binary option trading strategy","binaryoptions","True",195,1096,24,24,"All Levels",1.5,"2015-10-29","Business Finance"
"Tax Strategy: Financial Planning for Beginners","taxsavingstrategy","True",200,1703,59,25,"All Levels",2,"2014-11-04","Business Finance"
"Accounting 2 Simplified for You","accounting-2-simplified-for-you","True",45,1446,23,27,"Beginner Level",5,"2014-12-09","Business Finance"
"Project Funding Modelling (for Professionals)","project-funding-modelling","True",20,2736,3,8,"All Levels",1.5,"2014-12-29","Business Finance"
"Investing: How I Consistently Beat The Stock Market","beat-the-stock-market","True",200,2000,31,34,"All Levels",4.5,"2014-12-11","Business Finance"
"Bookkeeping Basics:  Understand the Fundamentals","bookkeeping-basics","True",75,853,45,48,"Beginner Level",4.5,"2016-11-06","Business Finance"
"Leasing - A Comprehensive Study (Professional Course Level)","leasing-a-comprehensive-study","True",20,3094,2,22,"All Levels",3.5,"2015-07-17","Business Finance"
"Trading Options For Consistent Returns: Options Basics","trading-options-for-income","False",0,4077,281,20,"Beginner Level",1.5,"2016-08-18","Business Finance"
"TechniTrader Leading Hybrid Indicator Trading","leading-hybrid-indicator-trading","True",20,4117,54,5,"Intermediate Level",1,"2013-04-04","Business Finance"
"Financial modeling: Build a DCF equity valuation model","guide-to-do-a-step-by-step-discounted-cash-flow-valuation","True",20,1369,17,31,"All Levels",1.5,"2016-03-06","Business Finance"
"CryptoArbitrager: Bitcoin Trading Robot (no mining)","cryptoarbitrager-trade-bitcoin-vs-litecoin-with-arbitrage-robot","True",150,1224,42,14,"All Levels",0.55,"2016-03-23","Business Finance"
"Accounting Is Easy (for Beginners)","fundamentals-of-accountancy","True",20,3870,12,90,"All Levels",9,"2014-05-20","Business Finance"
"Non Directional Weekly Options Trading System - ETF & Emini","etf-stock-options-non-directional-weekly-trading-system","True",200,897,22,21,"All Levels",2,"2016-05-24","Business Finance"
"The Complete Position Trading Course: Position Trading Stock","position-trading-course","True",45,1311,36,5,"All Levels",1,"2016-01-15","Business Finance"
"Master Iron Condors - Double the credit for half the risk","iron-condor-options-trading-strategy","True",60,1338,139,7,"Expert Level",1,"2013-03-02","Business Finance"
"Basics of investing in Mutual Funds","mutualfundinvesting","True",20,1589,26,42,"Intermediate Level",1.5,"2015-03-03","Business Finance"
"A Value Investing Approach to the Stock Market","start-investing-the-right-way","True",20,1189,12,15,"All Levels",1.5,"2015-02-19","Business Finance"
"Learn how to INVEST for huge profits or make it big trading!","learn-how-to-invest-for-huge-profits-or-make-9k-day-trading","True",50,701,12,37,"All Levels",5.5,"2015-06-19","Business Finance"
"How to Fund your Million Dollar Idea: Equity Debt Unfund","how-to-fund-your-million-dollar-idea-equity-debt-unfund","True",50,1105,3,54,"Intermediate Level",6,"2015-02-11","Business Finance"
"Mastering Candlestick Charting : High Probability Trading","mastering-candlestick-charting","True",50,123,16,35,"All Levels",2,"2015-09-22","Business Finance"
"Binary Options Course - Level 2","binary-options-course-level-2","False",0,5874,207,9,"Intermediate Level",2,"2014-06-26","Business Finance"
"Stock Technical Analysis with R","stock-technical-analysis-with-r","True",50,354,32,49,"All Levels",7,"2016-03-18","Business Finance"
"Get to know the VIX Index (aka 'The Fear Index)""","vix-index","True",60,727,64,9,"All Levels",1,"2013-03-08","Business Finance"
"Apply finance concepts for smart project management","apply-finance-concepts-for-smart-project-management","False",0,3465,161,24,"Beginner Level",2,"2016-02-23","Business Finance"
"Introduction to Futures Trading and Live Trade Demonstration","introduction-to-futures-trading-and-live-trading-futures","True",60,54,4,6,"Expert Level",0.72,"2017-05-24","Business Finance"
"Crowdfunding to Win","crowdfunding-to-win","True",40,627,15,15,"All Levels",1.5,"2015-09-23","Business Finance"
"Comprehensive Forex Mastery Program","forex-mastery","True",45,650,107,97,"All Levels",10,"2013-02-07","Business Finance"
"Preparation of Consolidated Financial Statements (Basic)","preparation-of-consolidated-financial-statements-basic","False",0,965,0,18,"Intermediate Level",1.5,"2017-06-28","Business Finance"
"Succeed in Bonds Even if You Don't Know Where to Start","succeed-in-bonds-even-if-you-dont-know-where-to-start","True",200,1113,6,8,"All Levels",1,"2017-02-03","Business Finance"
"Learn to Trade for Profit: Ten Most Profitable Trading Rules","trading-stocks-successfully-ten-rules-of-successful-trading","True",95,739,28,45,"All Levels",2,"2014-12-23","Business Finance"
"Succeed in Lotto Even if You Don't Know Where to Start!","succeed-in-lotto-even-if-you-dont-know-where-to-start","True",20,1201,12,18,"All Levels",1.5,"2017-05-11","Business Finance"
"CFA Corporate Finance Level 2","advanced-capital-budgeting-techniques","True",50,2474,6,128,"All Levels",17.5,"2015-07-07","Business Finance"
"Pin Bars: The Most Powerful Forex Trading Signal","make-money-in-forex-using-pin-bars","True",200,494,16,19,"All Levels",1,"2016-08-10","Business Finance"
"Stock Options Trades Using Interactive Brokers","stock-options-trades-using-interactive-brokers","True",95,1580,26,14,"Intermediate Level",1,"2015-09-07","Business Finance"
"Introduction to Options - Strategies For Consistent Profits","introduction-to-options-start-trading-now","True",40,617,44,55,"All Levels",4.5,"2015-08-16","Business Finance"
"Risk in Forex Transactions - for CA  CS / CFA exams","forex-risks/","True",20,2235,3,9,"All Levels",1,"2015-09-29","Business Finance"
"Basics of Business Statistics (College Level)","statistics-for-accounting-and-finance-professionals","True",20,2293,9,28,"All Levels",2,"2015-01-06","Business Finance"
"Trading Seasonal Price Patterns in Stocks Futures & Forex!","trading-seasonal-price-patterns-in-stocks-futures-forex","True",200,1094,8,13,"Beginner Level",2,"2016-03-30","Business Finance"
"Interpreting Financial Statements","financialstatements","True",20,1449,29,23,"Beginner Level",1.5,"2013-06-06","Business Finance"
"Introduction to Bookkeeping (Accounting)","introduction-to-bookkeeping","True",20,3251,10,59,"Beginner Level",12,"2014-01-31","Business Finance"
"CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ","advanced-credit-spreads","True",60,607,55,16,"Intermediate Level",2,"2013-03-05","Business Finance"
"Investment Banking: How to Land a Job on Wall Street","how-to-land-a-job-on-wall-street","True",75,1218,30,63,"All Levels",3.5,"2015-06-11","Business Finance"
"Learn To Invest In Index Funds and ETFs In 7 Easy Steps","invest-in-index-funds-and-etfs-in-7-easy-steps","True",20,1132,33,18,"All Levels",1,"2015-07-20","Business Finance"
"Financial modeling: Build a multiples valuation model","how-to-do-a-multiples-based-valuation-of-a-company","True",20,656,17,20,"All Levels",1.5,"2016-05-30","Business Finance"
"Trade Recap I - A Real Look at Futures Options Markets","d-levels-trade-recap-jan-17th-feb-5th-2014","True",20,3339,4,11,"Beginner Level",1.5,"2014-02-17","Business Finance"
"Advanced Stock Options for Serious Equity Investors!","bullet-proof-options-controlled-leverage-investing-secrets","True",200,1271,23,7,"Expert Level",1.5,"2015-09-22","Business Finance"
"Trading Binary Options for Fun and Profit","trading-binary-options-for-fun-and-profit","True",20,1574,24,46,"All Levels",2,"2015-02-21","Business Finance"
"CFA: Fast Track your career in Finance","cfapreparebetter","True",20,1393,27,21,"Beginner Level",2,"2015-09-29","Business Finance"
"How to be a Profitable Forex Trader","making-money-in-forex-market","True",20,1029,13,7,"All Levels",0.68,"2016-05-04","Business Finance"
"Excel Dashboard - Interactive Excel Dashboard and Charts","interactive-charts-in-excel","True",30,843,54,34,"All Levels",3,"2015-03-19","Business Finance"
"Accounting 101: Learn Business Finance Forecasting in 60mins","cashflow-forecasting-made-easy-learn-it-in-40-mins","True",95,1730,12,12,"All Levels",1.5,"2014-07-24","Business Finance"
"The Securities Trade Lifecycle","the-securities-trade-lifecycle","True",50,1182,110,22,"All Levels",4,"2014-03-12","Business Finance"
"Double your Forex Account using the MAGIC MA trading robot","double-your-forex-account-using-the-magic-ma-robot","True",65,1160,117,24,"Intermediate Level",2.5,"2014-12-10","Business Finance"
"Technical Analysis 101: How to Profit During Market Crashes","profit-from-stock-market-crashes-the-short-selling-strategy","True",95,1730,18,53,"All Levels",2,"2016-01-27","Business Finance"
"Advanced Accounting for Investment Banking","advanced-accounting-for-investment-banking","True",50,1260,80,38,"Intermediate Level",4,"2014-10-01","Business Finance"
"Investing In Stocks With 10 Simple Rules","value-investing-rules","True",95,871,79,59,"All Levels",2,"2015-06-16","Business Finance"
"Venture Capital. What is it and Why it Matters to You!","venture-capital-sector-overview-what-is-it-and-why-it-matters-to-you","True",50,1566,48,25,"All Levels",2.5,"2015-10-14","Business Finance"
"Cash Flow Valuation: Develop Your Financial Literacy","financial-literacy-basics","True",105,2987,23,19,"All Levels",2,"2014-12-22","Business Finance"
"Direction-Independ Trading - Elite Forex Traders  Strategy","direction-independ-trading-elite-traders-forex-strategy","True",120,973,15,28,"All Levels",2.5,"2016-06-21","Business Finance"
"How to Become a Financial Analyst from Scratch!","become-a-financial-analyst-from-scratch-n1","True",40,2177,31,38,"Beginner Level",5,"2015-07-07","Business Finance"
"First Steps to Trading the Forexmarkets : Technical Analysis","first-steps-to-trading-the-forexmarkets-technical-analysis","True",35,1772,19,15,"Beginner Level",3.5,"2016-01-08","Business Finance"
"Financial analysis: Compare performance of companies","financial-performance-analysis","True",20,1850,40,20,"All Levels",1,"2015-06-01","Business Finance"
"Forex for Beginners: Easy Forex Trading for Beginners","forex-for-beginners-easy-forex-trading-for-beginners","False",0,1780,32,9,"Beginner Level",1,"2017-05-18","Business Finance"
"Investment Crowdfunding 101 (a.k.a Equity Crowdfunding)","crowdfund-investing-101-the-basics-of-equity-crowdfunding","False",0,4607,181,11,"Beginner Level",0.53,"2016-05-17","Business Finance"
"Read financial statements like a pro","read-financial-statements-in-5-minutes","True",50,12,1,38,"Intermediate Level",4,"2015-03-02","Business Finance"
"10 Numbers Every Business Owner Should Know","10-numbers-every-business-owner-should-know","True",20,13,1,9,"All Levels",1,"2015-03-08","Business Finance"
"Learn How To Trade Gold In 2017","learn-how-to-trade-gold-in-2017","True",200,2,1,16,"All Levels",1,"2017-04-06","Business Finance"
"IAS 18 - Revenue","ias-18-revenue","False",0,2571,32,23,"All Levels",4.5,"2014-03-29","Business Finance"
"Forex Trading: The High ROI Forex Trading End of Day Course","the-high-roi-forex-trading-end-of-day-course","True",125,8,1,19,"Intermediate Level",2.5,"2014-06-16","Business Finance"
"Fundraise the Simplified Way: A Crowdfunding Blueprint","fundraise-the-simplified-way-a-crowdfunding-blueprint","True",35,7,1,19,"All Levels",1,"2015-02-23","Business Finance"
"Fundamentals of Accounting for Business Owners","fundamentals-of-accounting-for-business-owners","True",20,217,0,47,"Beginner Level",2.5,"2017-02-06","Business Finance"
"Practical Financial Statement Analysis","practical-financial-statement-analysis","True",75,22,5,45,"All Levels",4.5,"2017-05-01","Business Finance"
"Forex Management - Detailed Study for CA  CS / CFA Exams","international-finance-a-comprehensive-study/","True",50,131,2,38,"All Levels",3,"2015-11-03","Business Finance"
"Financial Statement Review 101:  How to Find Errors","financial-statement-review-101-how-to-find-errors","True",30,5,2,15,"Beginner Level",2,"2017-02-03","Business Finance"
"Professional Risk Manager (PRM) Certification: Level 1","professional-risk-manager-prm-certification-level-1","True",50,116,10,51,"All Levels",24,"2013-07-23","Business Finance"
"International Tax  - Tax Beyond boundaries","international-tax-course-intermediate-level","True",100,27,6,235,"All Levels",19.5,"2016-09-06","Business Finance"
"The Complete Financial Statement Analysis Course","the-complete-financial-statement-analysis-course","True",150,912,12,37,"Beginner Level",3,"2017-01-11","Business Finance"
"Advanced Excel functions","advanced-excel-functions-to-analyze-large-data","True",20,1964,47,15,"All Levels",1.5,"2016-01-12","Business Finance"
"Penny Stocks Value & Chart Pattern Trading (2 Course Bundle)","basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading","True",200,1033,2,31,"Beginner Level",1.5,"2017-02-22","Business Finance"
"Candlestick Analysis For Professional Traders","testing-candlesticks","True",95,913,117,48,"Expert Level",2,"2016-05-18","Business Finance"
"Build A Career In Forex Trading- Learn Fundamental Analysis","build-a-career-in-forex-trading-learn-fundamental-analysis","True",200,2092,77,52,"All Levels",3.5,"2015-11-23","Business Finance"
"Financial Modeling: Build a Complete DCF Valuation Model","learn-how-to-value-a-company-and-build-a-dcf-model","True",95,2240,185,44,"All Levels",2.5,"2014-12-03","Business Finance"
"Hands-on Financial Modeling (With 6 Excel Templates)","financial-modelling-in-excel","True",30,4601,38,14,"Intermediate Level",4,"2015-04-02","Business Finance"
"CAIIB Advanced Bank Management (Part I)","statistics-regression-analysis","True",25,2953,20,211,"All Levels",20.5,"2016-04-15","Business Finance"
